"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"IA","2021-22","2022-03-05","≥75 years","All","All","Observed","11.3","1634.4"
"IA","2021-22","2022-02-26","≥75 years","All","All","Observed","56.4","1623.1"
"IA","2021-22","2022-02-19","≥75 years","All","All","Observed","45.1","1566.7"
"IA","2021-22","2022-02-12","≥75 years","All","All","Observed","45.1","1521.6"
"IA","2021-22","2022-02-05","≥75 years","All","All","Observed","67.6","1476.6"
"IA","2021-22","2022-01-29","≥75 years","All","All","Observed","112.7","1408.9"
"IA","2021-22","2022-01-22","≥75 years","All","All","Observed","78.9","1296.2"
"IA","2021-22","2022-01-15","≥75 years","All","All","Observed","157.8","1217.3"
"IA","2021-22","2022-01-08","≥75 years","All","All","Observed","157.8","1059.5"
"IA","2021-22","2022-01-01","≥75 years","All","All","Observed","90.2","901.7"
"IA","2021-22","2021-12-25","≥75 years","All","All","Observed","67.6","811.5"
"IA","2021-22","2021-12-18","≥75 years","All","All","Observed","33.8","743.9"
"IA","2021-22","2021-12-11","≥75 years","All","All","Observed","112.7","710.1"
"IA","2021-22","2021-12-04","≥75 years","All","All","Observed","101.4","597.4"
"IA","2021-22","2021-11-27","≥75 years","All","All","Observed","67.6","495.9"
"IA","2021-22","2021-11-20","≥75 years","All","All","Observed","56.4","428.3"
"IA","2021-22","2021-11-13","≥75 years","All","All","Observed","33.8","372.0"
"IA","2021-22","2021-11-06","≥75 years","All","All","Observed","56.4","338.1"
"IA","2021-22","2021-10-30","≥75 years","All","All","Observed","11.3","281.8"
"IA","2021-22","2021-10-23","≥75 years","All","All","Observed","45.1","270.5"
"IA","2021-22","2021-10-16","≥75 years","All","All","Observed","90.2","225.4"
"IA","2021-22","2021-10-09","≥75 years","All","All","Observed","135.3","135.3"
"NM","2021-22","2022-02-19","≥75 years","All","All","Observed","36.5","1254.5"
"NM","2021-22","2022-02-26","≥75 years","All","All","Observed","40.8","1295.4"
"NM","2021-22","2022-03-05","≥75 years","All","All","Observed","31.2","1326.5"
"NM","2021-22","2022-03-12","≥75 years","All","All","Observed","24.7","1351.3"
"NM","2021-22","2022-03-19","≥75 years","All","All","Observed","10.7","1362.0"
"NM","2021-22","2022-03-26","≥75 years","All","All","Observed","7.5","1369.5"
"NM","2021-22","2022-04-02","≥75 years","All","All","Observed","11.8","1381.4"
"NM","2021-22","2022-04-09","≥75 years","All","All","Observed","5.4","1386.7"
"NM","2021-22","2022-04-16","≥75 years","All","All","Observed","6.4","1393.2"
"NM","2021-22","2022-04-23","≥75 years","All","All","Observed","8.6","1401.8"
"NM","2021-22","2022-04-30","≥75 years","All","All","Observed","11.8","1413.6"
"NM","2021-22","2022-05-07","≥75 years","All","All","Observed","14.0","1427.6"
"NM","2021-22","2022-05-14","≥75 years","All","All","Observed","19.3","1446.9"
"NM","2021-22","2022-05-21","≥75 years","All","All","Observed","25.8","1472.7"
"NM","2021-22","2022-05-28","≥75 years","All","All","Observed","39.8","1512.5"
"NM","2021-22","2022-06-04","≥75 years","All","All","Observed","36.5","1549.1"
"NM","2021-22","2022-06-11","≥75 years","All","All","Observed","59.1","1608.2"
"NM","2021-22","2022-06-18","≥75 years","All","All","Observed","52.7","1660.9"
"NM","2021-22","2022-06-25","≥75 years","All","All","Observed","57.0","1717.8"
"NM","2021-22","2022-07-02","≥75 years","All","All","Observed","48.4","1766.2"
"NM","2021-22","2022-07-09","≥75 years","All","All","Observed","53.7","1820.0"
"NM","2021-22","2022-07-16","≥75 years","All","All","Observed","43.0","1863.0"
"NM","2021-22","2022-07-23","≥75 years","All","All","Observed","57.0","1919.9"
"NM","2021-22","2022-07-30","≥75 years","All","All","Observed","40.8","1960.8"
"NM","2021-22","2022-08-06","≥75 years","All","All","Observed","40.8","2001.6"
"NM","2021-22","2022-08-13","≥75 years","All","All","Observed","48.4","2050.0"
"NM","2021-22","2022-08-20","≥75 years","All","All","Observed","30.1","2080.1"
"NM","2021-22","2022-08-27","≥75 years","All","All","Observed","24.7","2104.8"
"NM","2021-22","2022-09-03","≥75 years","All","All","Observed","29.0","2133.9"
"NM","2021-22","2022-09-10","≥75 years","All","All","Observed","34.4","2168.3"
"NM","2021-22","2022-09-17","≥75 years","All","All","Observed","9.7","2177.9"
"NM","2021-22","2022-09-24","≥75 years","All","All","Observed","23.6","2201.6"
"NM","2021-22","2022-10-01","≥75 years","All","All","Observed","21.5","2223.1"
"CO","2021-22","2022-05-21","≥75 years","All","All","Observed","37.0","1756.1"
"CO","2021-22","2022-05-14","≥75 years","All","All","Observed","30.6","1719.0"
"CO","2021-22","2022-05-07","≥75 years","All","All","Observed","30.6","1688.4"
"CO","2021-22","2022-04-30","≥75 years","All","All","Observed","22.8","1657.8"
"CO","2021-22","2022-04-23","≥75 years","All","All","Observed","16.4","1635.0"
"CO","2021-22","2022-04-16","≥75 years","All","All","Observed","15.0","1618.6"
"CO","2021-22","2022-04-09","≥75 years","All","All","Observed","5.7","1603.7"
"CO","2021-22","2022-04-02","≥75 years","All","All","Observed","7.8","1598.0"
"CO","2021-22","2022-03-26","≥75 years","All","All","Observed","7.1","1590.2"
"CO","2021-22","2022-03-19","≥75 years","All","All","Observed","8.5","1583.0"
"CO","2021-22","2022-03-12","≥75 years","All","All","Observed","8.5","1574.5"
"CO","2021-22","2022-03-05","≥75 years","All","All","Observed","9.3","1565.9"
"CO","2021-22","2022-02-26","≥75 years","All","All","Observed","17.1","1556.7"
"CO","2021-22","2022-02-19","≥75 years","All","All","Observed","22.8","1539.6"
"CO","2021-22","2022-02-12","≥75 years","All","All","Observed","38.5","1516.8"
"CO","2021-22","2022-02-05","≥75 years","All","All","Observed","71.9","1478.3"
"CO","2021-22","2022-01-29","≥75 years","All","All","Observed","111.1","1406.4"
"CO","2021-22","2022-01-22","≥75 years","All","All","Observed","136.0","1295.3"
"CO","2021-22","2022-01-15","≥75 years","All","All","Observed","146.7","1159.3"
"CO","2021-22","2022-01-08","≥75 years","All","All","Observed","158.1","1012.6"
"CO","2021-22","2022-01-01","≥75 years","All","All","Observed","96.8","854.5"
"CO","2021-22","2021-12-25","≥75 years","All","All","Observed","62.0","757.7"
"CO","2021-22","2021-12-18","≥75 years","All","All","Observed","52.0","695.7"
"CO","2021-22","2021-12-11","≥75 years","All","All","Observed","62.0","643.8"
"CO","2021-22","2021-12-04","≥75 years","All","All","Observed","56.3","581.8"
"CO","2021-22","2021-11-27","≥75 years","All","All","Observed","74.8","525.5"
"CO","2021-22","2021-11-20","≥75 years","All","All","Observed","79.0","450.8"
"CO","2021-22","2021-11-13","≥75 years","All","All","Observed","69.1","371.7"
"CO","2021-22","2021-11-06","≥75 years","All","All","Observed","64.1","302.6"
"CO","2021-22","2021-10-30","≥75 years","All","All","Observed","79.0","238.6"
"CO","2021-22","2021-10-23","≥75 years","All","All","Observed","61.2","159.5"
"CO","2021-22","2021-10-16","≥75 years","All","All","Observed","49.8","98.3"
"CO","2021-22","2021-10-09","≥75 years","All","All","Observed","48.4","48.4"
"GA","2021-22","2022-10-01","≥75 years","All","All","Observed","38.1","2999.7"
"GA","2021-22","2022-09-24","≥75 years","All","All","Observed","39.7","2961.7"
"GA","2021-22","2022-09-17","≥75 years","All","All","Observed","40.7","2922.0"
"GA","2021-22","2022-09-10","≥75 years","All","All","Observed","48.2","2881.3"
"GA","2021-22","2022-09-03","≥75 years","All","All","Observed","61.6","2833.1"
"GA","2021-22","2022-08-27","≥75 years","All","All","Observed","76.6","2771.4"
"GA","2021-22","2022-08-20","≥75 years","All","All","Observed","63.2","2694.8"
"GA","2021-22","2022-08-13","≥75 years","All","All","Observed","75.6","2631.5"
"GA","2021-22","2022-08-06","≥75 years","All","All","Observed","84.7","2556.0"
"GA","2021-22","2022-07-30","≥75 years","All","All","Observed","78.8","2471.3"
"GA","2021-22","2022-07-23","≥75 years","All","All","Observed","84.7","2392.5"
"GA","2021-22","2022-07-16","≥75 years","All","All","Observed","77.7","2307.8"
"GA","2021-22","2022-07-09","≥75 years","All","All","Observed","74.0","2230.1"
"GA","2021-22","2022-07-02","≥75 years","All","All","Observed","67.5","2156.1"
"GA","2021-22","2022-06-25","≥75 years","All","All","Observed","59.0","2088.6"
"GA","2021-22","2022-06-18","≥75 years","All","All","Observed","60.6","2029.7"
"GA","2021-22","2022-06-11","≥75 years","All","All","Observed","40.7","1969.1"
"GA","2021-22","2022-06-04","≥75 years","All","All","Observed","40.7","1928.4"
"GA","2021-22","2022-05-28","≥75 years","All","All","Observed","45.0","1887.6"
