"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"CA","2021-22","2022-09-24","30-39 years","All","All","Observed","2.0","230.4"
"CA","2021-22","2022-09-17","30-39 years","All","All","Observed","3.8","228.4"
"CA","2021-22","2022-09-10","30-39 years","All","All","Observed","2.3","224.6"
"CA","2021-22","2022-09-03","30-39 years","All","All","Observed","3.6","222.3"
"CA","2021-22","2022-08-27","30-39 years","All","All","Observed","3.8","218.6"
"CA","2021-22","2022-08-20","30-39 years","All","All","Observed","3.6","214.8"
"CA","2021-22","2022-08-13","30-39 years","All","All","Observed","5.5","211.2"
"CA","2021-22","2022-08-06","30-39 years","All","All","Observed","4.0","205.7"
"CA","2021-22","2022-07-30","30-39 years","All","All","Observed","5.1","201.7"
"CA","2021-22","2022-07-23","30-39 years","All","All","Observed","7.0","196.6"
"CA","2021-22","2022-07-16","30-39 years","All","All","Observed","7.4","189.7"
"CA","2021-22","2022-07-09","30-39 years","All","All","Observed","5.5","182.2"
"CA","2021-22","2022-07-02","30-39 years","All","All","Observed","5.5","176.8"
"CA","2021-22","2022-06-25","30-39 years","All","All","Observed","6.0","171.3"
"CA","2021-22","2022-06-18","30-39 years","All","All","Observed","2.3","165.3"
"CA","2021-22","2022-06-11","30-39 years","All","All","Observed","4.5","163.0"
"CA","2021-22","2022-06-04","30-39 years","All","All","Observed","4.6","158.6"
"CA","2021-22","2022-05-28","30-39 years","All","All","Observed","4.5","153.9"
"CA","2021-22","2022-05-21","30-39 years","All","All","Observed","4.8","149.4"
"CA","2021-22","2022-05-14","30-39 years","All","All","Observed","4.5","144.6"
"CA","2021-22","2022-05-07","30-39 years","All","All","Observed","2.0","140.2"
"CA","2021-22","2022-04-30","30-39 years","All","All","Observed","1.7","138.2"
"CA","2021-22","2022-04-23","30-39 years","All","All","Observed","2.3","136.5"
"CA","2021-22","2022-04-16","30-39 years","All","All","Observed","2.5","134.2"
"CA","2021-22","2022-04-09","30-39 years","All","All","Observed","1.0","131.7"
"CA","2021-22","2022-04-02","30-39 years","All","All","Observed","0.7","130.7"
"CA","2021-22","2022-03-26","30-39 years","All","All","Observed","1.0","130.1"
"CA","2021-22","2022-03-19","30-39 years","All","All","Observed","1.8","129.1"
"CA","2021-22","2022-03-12","30-39 years","All","All","Observed","1.8","127.3"
"CA","2021-22","2022-03-05","30-39 years","All","All","Observed","2.3","125.5"
"CA","2021-22","2022-02-26","30-39 years","All","All","Observed","2.5","123.1"
"CA","2021-22","2022-02-19","30-39 years","All","All","Observed","5.0","120.7"
"CA","2021-22","2022-02-12","30-39 years","All","All","Observed","5.8","115.7"
"CA","2021-22","2022-02-05","30-39 years","All","All","Observed","9.8","109.9"
"CA","2021-22","2022-01-29","30-39 years","All","All","Observed","13.6","100.1"
"CA","2021-22","2022-01-22","30-39 years","All","All","Observed","19.2","86.6"
"CA","2021-22","2022-01-15","30-39 years","All","All","Observed","19.0","67.4"
"CA","2021-22","2022-01-08","30-39 years","All","All","Observed","14.7","48.3"
"CA","2021-22","2022-01-01","30-39 years","All","All","Observed","7.8","33.6"
"CA","2021-22","2021-12-25","30-39 years","All","All","Observed","4.0","25.8"
"CA","2021-22","2021-12-18","30-39 years","All","All","Observed","2.2","21.8"
"CA","2021-22","2021-12-11","30-39 years","All","All","Observed","1.7","19.7"
"CA","2021-22","2021-12-04","30-39 years","All","All","Observed","1.3","18.0"
"CA","2021-22","2021-11-27","30-39 years","All","All","Observed","2.3","16.7"
"CA","2021-22","2021-11-20","30-39 years","All","All","Observed","1.8","14.4"
"CA","2021-22","2021-11-13","30-39 years","All","All","Observed","1.7","12.6"
"CA","2021-22","2021-11-06","30-39 years","All","All","Observed","1.2","10.9"
"CA","2021-22","2021-10-30","30-39 years","All","All","Observed","2.0","9.8"
"CA","2021-22","2021-10-23","30-39 years","All","All","Observed","2.5","7.8"
"CA","2021-22","2021-10-16","30-39 years","All","All","Observed","2.6","5.3"
"CA","2021-22","2021-10-09","30-39 years","All","All","Observed","2.6","2.6"
"GA","2021-22","2022-05-21","≥75 years","All","All","Observed","32.2","1842.6"
"GA","2021-22","2022-05-14","≥75 years","All","All","Observed","25.2","1810.5"
"GA","2021-22","2022-05-07","≥75 years","All","All","Observed","26.8","1785.3"
"GA","2021-22","2022-04-30","≥75 years","All","All","Observed","17.2","1758.5"
"GA","2021-22","2022-04-23","≥75 years","All","All","Observed","11.8","1741.3"
"GA","2021-22","2022-04-16","≥75 years","All","All","Observed","8.0","1729.5"
"GA","2021-22","2022-04-09","≥75 years","All","All","Observed","9.1","1721.5"
"GA","2021-22","2022-04-02","≥75 years","All","All","Observed","10.2","1712.4"
"GA","2021-22","2022-03-26","≥75 years","All","All","Observed","12.9","1702.2"
"GA","2021-22","2022-03-19","≥75 years","All","All","Observed","15.5","1689.3"
"GA","2021-22","2022-03-12","≥75 years","All","All","Observed","13.9","1673.8"
"GA","2021-22","2022-03-05","≥75 years","All","All","Observed","28.9","1659.9"
"GA","2021-22","2022-02-26","≥75 years","All","All","Observed","41.8","1630.9"
"GA","2021-22","2022-02-19","≥75 years","All","All","Observed","47.7","1589.1"
"GA","2021-22","2022-02-12","≥75 years","All","All","Observed","72.9","1541.4"
"GA","2021-22","2022-02-05","≥75 years","All","All","Observed","103.4","1468.5"
"GA","2021-22","2022-01-29","≥75 years","All","All","Observed","129.2","1365.1"
"GA","2021-22","2022-01-22","≥75 years","All","All","Observed","167.2","1235.9"
"GA","2021-22","2022-01-15","≥75 years","All","All","Observed","239.0","1068.7"
"GA","2021-22","2022-01-08","≥75 years","All","All","Observed","257.3","829.7"
"GA","2021-22","2022-01-01","≥75 years","All","All","Observed","216.0","572.4"
"GA","2021-22","2021-12-25","≥75 years","All","All","Observed","78.2","356.4"
"GA","2021-22","2021-12-18","≥75 years","All","All","Observed","33.8","278.2"
"GA","2021-22","2021-12-11","≥75 years","All","All","Observed","33.8","244.4"
"GA","2021-22","2021-12-04","≥75 years","All","All","Observed","22.5","210.6"
"GA","2021-22","2021-11-27","≥75 years","All","All","Observed","16.1","188.1"
"GA","2021-22","2021-11-20","≥75 years","All","All","Observed","16.6","172.0"
"GA","2021-22","2021-11-13","≥75 years","All","All","Observed","18.2","155.4"
"GA","2021-22","2021-11-06","≥75 years","All","All","Observed","13.4","137.2"
"GA","2021-22","2021-10-30","≥75 years","All","All","Observed","19.8","123.8"
"GA","2021-22","2021-10-23","≥75 years","All","All","Observed","26.3","104.0"
"GA","2021-22","2021-10-16","≥75 years","All","All","Observed","30.5","77.7"
"GA","2021-22","2021-10-09","≥75 years","All","All","Observed","47.2","47.2"
"NY","2021-22","2021-10-09","≥75 years","All","All","Observed","42.3","42.3"
"NY","2021-22","2021-10-16","≥75 years","All","All","Observed","39.3","81.7"
"NY","2021-22","2021-10-23","≥75 years","All","All","Observed","45.3","127.0"
"NY","2021-22","2021-10-30","≥75 years","All","All","Observed","42.9","169.9"
"NY","2021-22","2021-11-06","≥75 years","All","All","Observed","44.7","214.6"
"NY","2021-22","2021-11-13","≥75 years","All","All","Observed","53.7","268.3"
"NY","2021-22","2021-11-20","≥75 years","All","All","Observed","67.4","335.7"
"NY","2021-22","2021-11-27","≥75 years","All","All","Observed","92.4","428.1"
"NY","2021-22","2021-12-04","≥75 years","All","All","Observed","83.5","511.5"
"NY","2021-22","2021-12-11","≥75 years","All","All","Observed","87.0","598.6"
"NY","2021-22","2021-12-18","≥75 years","All","All","Observed","87.0","685.6"
"NY","2021-22","2021-12-25","≥75 years","All","All","Observed","72.1","757.8"
"NY","2021-22","2022-01-01","≥75 years","All","All","Observed","96.0","853.8"
"NY","2021-22","2022-01-08","≥75 years","All","All","Observed","140.7","994.5"
"NY","2021-22","2022-01-15","≥75 years","All","All","Observed","128.2","1122.7"
"NY","2021-22","2022-01-22","≥75 years","All","All","Observed","131.2","1253.8"
"NY","2021-22","2022-01-29","≥75 years","All","All","Observed","110.3","1364.1"
"NY","2021-22","2022-02-05","≥75 years","All","All","Observed","62.0","1426.1"
"NY","2021-22","2022-02-12","≥75 years","All","All","Observed","55.4","1481.6"
"NY","2021-22","2022-02-19","≥75 years","All","All","Observed","33.4","1515.0"
"NY","2021-22","2022-02-26","≥75 years","All","All","Observed","35.2","1550.1"
"NY","2021-22","2022-03-05","≥75 years","All","All","Observed","23.3","1573.4"
"NY","2021-22","2022-03-12","≥75 years","All","All","Observed","19.7","1593.1"
"NY","2021-22","2022-03-19","≥75 years","All","All","Observed","19.7","1612.7"
"NY","2021-22","2022-03-26","≥75 years","All","All","Observed","19.7","1632.4"
"NY","2021-22","2022-04-02","≥75 years","All","All","Observed","20.9","1653.3"
"NY","2021-22","2022-04-09","≥75 years","All","All","Observed","49.5","1702.8"
"NY","2021-22","2022-04-16","≥75 years","All","All","Observed","79.9","1782.7"
"NY","2021-22","2022-04-23","≥75 years","All","All","Observed","87.0","1869.7"
"NY","2021-22","2022-04-30","≥75 years","All","All","Observed","95.4","1965.1"
"NY","2021-22","2022-05-07","≥75 years","All","All","Observed","112.1","2077.2"
"NY","2021-22","2022-05-14","≥75 years","All","All","Observed","110.3","2187.5"
"NY","2021-22","2022-05-21","≥75 years","All","All","Observed","89.4","2276.9"
"NY","2021-22","2022-05-28","≥75 years","All","All","Observed","71.5","2348.5"
"NY","2021-22","2022-06-04","≥75 years","All","All","Observed","62.6","2411.1"
"NY","2021-22","2022-06-11","≥75 years","All","All","Observed","47.7","2458.8"
"NY","2021-22","2022-06-18","≥75 years","All","All","Observed","41.7","2500.5"
"NY","2021-22","2022-06-25","≥75 years","All","All","Observed","37.0","2537.5"
"NY","2021-22","2022-07-02","≥75 years","All","All","Observed","44.7","2582.2"
"NY","2021-22","2022-07-09","≥75 years","All","All","Observed","38.2","2620.3"
"NY","2021-22","2022-07-16","≥75 years","All","All","Observed","45.9","2666.2"
"NY","2021-22","2022-07-23","≥75 years","All","All","Observed","55.4","2721.7"
"NY","2021-22","2022-07-30","≥75 years","All","All","Observed","52.5","2774.2"
"NY","2021-22","2022-08-06","≥75 years","All","All","Observed","63.2","2837.3"
"NY","2021-22","2022-08-13","≥75 years","All","All","Observed","47.1","2884.4"
"NY","2021-22","2022-08-20","≥75 years","All","All","Observed","49.5","2933.9"
"NY","2021-22","2022-08-27","≥75 years","All","All","Observed","52.5","2986.4"
"NY","2021-22","2022-09-03","≥75 years","All","All","Observed","51.3","3037.7"
"NY","2021-22","2022-09-10","≥75 years","All","All","Observed","58.4","3096.1"
"NY","2021-22","2022-09-17","≥75 years","All","All","Observed","57.2","3153.3"
"NY","2021-22","2022-09-24","≥75 years","All","All","Observed","60.2","3213.6"
"NY","2021-22","2022-10-01","≥75 years","All","All","Observed","74.5","3288.1"
"UT","2021-22","2022-10-01","≥75 years","All","All","Observed","33.7","2183.3"
"TN","2021-22","2021-10-09","≥75 years","All","All","Observed","34.6","34.6"
"TN","2021-22","2021-10-16","≥75 years","All","All","Observed","39.0","73.6"
"TN","2021-22","2021-10-23","≥75 years","All","All","Observed","27.1","100.6"
"TN","2021-22","2021-10-30","≥75 years","All","All","Observed","8.7","109.3"
"TN","2021-22","2021-11-06","≥75 years","All","All","Observed","23.8","133.1"
"TN","2021-22","2021-11-13","≥75 years","All","All","Observed","20.6","153.7"
"TN","2021-22","2021-11-20","≥75 years","All","All","Observed","17.3","171.0"
"TN","2021-22","2021-11-27","≥75 years","All","All","Observed","27.1","198.0"
"TN","2021-22","2021-12-04","≥75 years","All","All","Observed","28.1","226.2"
"TN","2021-22","2021-12-11","≥75 years","All","All","Observed","48.7","274.9"
"TN","2021-22","2021-12-18","≥75 years","All","All","Observed","35.7","310.6"
"TN","2021-22","2021-12-25","≥75 years","All","All","Observed","44.4","354.9"
"TN","2021-22","2022-01-01","≥75 years","All","All","Observed","101.7","456.6"
"TN","2021-22","2022-01-08","≥75 years","All","All","Observed","142.8","599.5"
"TN","2021-22","2022-01-15","≥75 years","All","All","Observed","185.0","784.5"
"TN","2021-22","2022-01-22","≥75 years","All","All","Observed","154.7","939.3"
"TN","2021-22","2022-01-29","≥75 years","All","All","Observed","159.1","1098.3"
"TN","2021-22","2022-02-05","≥75 years","All","All","Observed","119.0","1217.4"
"TN","2021-22","2022-02-12","≥75 years","All","All","Observed","101.7","1319.1"
"TN","2021-22","2022-02-19","≥75 years","All","All","Observed","59.5","1378.6"
"TN","2021-22","2022-02-26","≥75 years","All","All","Observed","39.0","1417.5"
"TN","2021-22","2022-03-05","≥75 years","All","All","Observed","23.8","1441.4"
"TN","2021-22","2022-03-12","≥75 years","All","All","Observed","10.8","1452.2"
"TN","2021-22","2022-03-19","≥75 years","All","All","Observed","13.0","1465.2"
"TN","2021-22","2022-03-26","≥75 years","All","All","Observed","5.4","1470.6"
"TN","2021-22","2022-04-02","≥75 years","All","All","Observed","1.1","1471.7"
"TN","2021-22","2022-04-09","≥75 years","All","All","Observed","3.2","1474.9"
"TN","2021-22","2022-04-16","≥75 years","All","All","Observed","8.7","1483.6"
"TN","2021-22","2022-04-23","≥75 years","All","All","Observed","8.7","1492.2"
"TN","2021-22","2022-04-30","≥75 years","All","All","Observed","13.0","1505.2"
"TN","2021-22","2022-05-07","≥75 years","All","All","Observed","19.5","1524.7"
"TN","2021-22","2022-05-14","≥75 years","All","All","Observed","22.7","1547.4"
"TN","2021-22","2022-05-21","≥75 years","All","All","Observed","32.5","1579.9"
"TN","2021-22","2022-05-28","≥75 years","All","All","Observed","21.6","1601.5"
"TN","2021-22","2022-06-04","≥75 years","All","All","Observed","40.0","1641.5"
"TN","2021-22","2022-06-11","≥75 years","All","All","Observed","31.4","1672.9"
"TN","2021-22","2022-06-18","≥75 years","All","All","Observed","39.0","1711.9"
"TN","2021-22","2022-06-25","≥75 years","All","All","Observed","48.7","1760.6"
"TN","2021-22","2022-07-02","≥75 years","All","All","Observed","67.1","1827.7"
"TN","2021-22","2022-07-09","≥75 years","All","All","Observed","54.1","1881.8"
"TN","2021-22","2022-07-16","≥75 years","All","All","Observed","74.7","1956.4"
"TN","2021-22","2022-07-23","≥75 years","All","All","Observed","79.0","2035.4"
"TN","2021-22","2022-07-30","≥75 years","All","All","Observed","55.2","2090.6"
"TN","2021-22","2022-08-06","≥75 years","All","All","Observed","67.1","2157.7"
"TN","2021-22","2022-08-13","≥75 years","All","All","Observed","59.5","2217.2"
"TN","2021-22","2022-08-20","≥75 years","All","All","Observed","46.5","2263.8"
"TN","2021-22","2022-08-27","≥75 years","All","All","Observed","59.5","2323.3"
"TN","2021-22","2022-09-03","≥75 years","All","All","Observed","45.4","2368.7"
"TN","2021-22","2022-09-10","≥75 years","All","All","Observed","67.1","2435.8"
"TN","2021-22","2022-09-17","≥75 years","All","All","Observed","27.1","2462.9"
"TN","2021-22","2022-09-24","≥75 years","All","All","Observed","32.5","2495.3"
"CT","2021-22","2022-10-01","≥75 years","All","All","Observed","63.9","3469.2"
"CT","2021-22","2022-09-24","≥75 years","All","All","Observed","95.3","3405.2"
"CT","2021-22","2022-09-17","≥75 years","All","All","Observed","86.5","3309.9"
"CT","2021-22","2022-09-10","≥75 years","All","All","Observed","66.4","3223.4"
"CT","2021-22","2022-09-03","≥75 years","All","All","Observed","71.5","3157.0"
"CT","2021-22","2022-08-27","≥75 years","All","All","Observed","96.5","3085.5"
"CT","2021-22","2022-08-20","≥75 years","All","All","Observed","77.7","2989.0"
"CT","2021-22","2022-08-13","≥75 years","All","All","Observed","70.2","2911.2"
"CT","2021-22","2022-08-06","≥75 years","All","All","Observed","94.0","2841.0"
"CT","2021-22","2022-07-30","≥75 years","All","All","Observed","91.5","2747.0"
"CT","2021-22","2022-07-23","≥75 years","All","All","Observed","65.2","2655.5"
"CT","2021-22","2022-07-16","≥75 years","All","All","Observed","66.4","2590.3"
"CT","2021-22","2022-07-09","≥75 years","All","All","Observed","70.2","2523.8"
"CT","2021-22","2022-07-02","≥75 years","All","All","Observed","42.6","2453.6"
"CT","2021-22","2022-06-25","≥75 years","All","All","Observed","65.2","2411.0"
"CT","2021-22","2022-06-18","≥75 years","All","All","Observed","61.4","2345.8"
"CT","2021-22","2022-06-11","≥75 years","All","All","Observed","43.9","2284.4"
"CT","2021-22","2022-06-04","≥75 years","All","All","Observed","45.1","2240.5"
"CT","2021-22","2022-05-28","≥75 years","All","All","Observed","57.7","2195.3"
"CT","2021-22","2022-05-21","≥75 years","All","All","Observed","74.0","2137.7"
"CT","2021-22","2022-05-14","≥75 years","All","All","Observed","87.8","2063.7"
"CT","2021-22","2022-05-07","≥75 years","All","All","Observed","53.9","1975.9"
"CT","2021-22","2022-04-30","≥75 years","All","All","Observed","55.2","1922.0"
"CT","2021-22","2022-04-23","≥75 years","All","All","Observed","35.1","1866.9"
"CT","2021-22","2022-04-16","≥75 years","All","All","Observed","35.1","1831.7"
"CT","2021-22","2022-04-09","≥75 years","All","All","Observed","26.3","1796.6"
"CT","2021-22","2022-04-02","≥75 years","All","All","Observed","15.0","1770.3"
"CT","2021-22","2022-03-26","≥75 years","All","All","Observed","13.8","1755.3"
"CT","2021-22","2022-03-19","≥75 years","All","All","Observed","18.8","1741.5"
"CT","2021-22","2022-03-12","≥75 years","All","All","Observed","17.6","1722.7"
"CT","2021-22","2022-03-05","≥75 years","All","All","Observed","32.6","1705.1"
"CT","2021-22","2022-02-26","≥75 years","All","All","Observed","32.6","1672.5"
"CT","2021-22","2022-02-19","≥75 years","All","All","Observed","28.8","1639.9"
"CT","2021-22","2022-02-12","≥75 years","All","All","Observed","62.7","1611.1"
"CT","2021-22","2022-02-05","≥75 years","All","All","Observed","95.3","1548.4"
"CT","2021-22","2022-01-29","≥75 years","All","All","Observed","134.2","1453.1"
"CT","2021-22","2022-01-22","≥75 years","All","All","Observed","183.0","1319.0"
"CT","2021-22","2022-01-15","≥75 years","All","All","Observed","243.2","1135.9"
"CT","2021-22","2022-01-08","≥75 years","All","All","Observed","253.3","892.7"
"CT","2021-22","2022-01-01","≥75 years","All","All","Observed","196.8","639.4"
"CT","2021-22","2021-12-25","≥75 years","All","All","Observed","77.7","442.6"
"CT","2021-22","2021-12-18","≥75 years","All","All","Observed","89.0","364.8"
"CT","2021-22","2021-12-11","≥75 years","All","All","Observed","58.9","275.8"
"CT","2021-22","2021-12-04","≥75 years","All","All","Observed","36.4","216.9"
"CT","2021-22","2021-11-27","≥75 years","All","All","Observed","35.1","180.5"
"CT","2021-22","2021-11-20","≥75 years","All","All","Observed","22.6","145.4"
"CT","2021-22","2021-11-13","≥75 years","All","All","Observed","25.1","122.9"
"CT","2021-22","2021-11-06","≥75 years","All","All","Observed","21.3","97.8"
"CT","2021-22","2021-10-30","≥75 years","All","All","Observed","21.3","76.5"
"CT","2021-22","2021-10-23","≥75 years","All","All","Observed","13.8","55.2"
"CT","2021-22","2021-10-16","≥75 years","All","All","Observed","21.3","41.4"
"CT","2021-22","2021-10-09","≥75 years","All","All","Observed","20.1","20.1"
"OH","2021-22","2021-10-09","≥75 years","All","All","Observed","43.3","43.3"
"OH","2021-22","2021-10-16","≥75 years","All","All","Observed","29.8","73.1"
"OH","2021-22","2021-10-23","≥75 years","All","All","Observed","28.0","101.0"
"OH","2021-22","2021-10-30","≥75 years","All","All","Observed","21.6","122.7"
"OH","2021-22","2021-11-06","≥75 years","All","All","Observed","24.4","147.0"
"OH","2021-22","2021-11-13","≥75 years","All","All","Observed","35.2","182.2"
"OH","2021-22","2021-11-20","≥75 years","All","All","Observed","32.5","214.7"
"OH","2021-22","2021-11-27","≥75 years","All","All","Observed","32.5","247.2"
"OH","2021-22","2021-12-04","≥75 years","All","All","Observed","44.2","291.4"
"OH","2021-22","2021-12-11","≥75 years","All","All","Observed","52.3","343.7"
"OH","2021-22","2021-12-18","≥75 years","All","All","Observed","59.5","403.2"
"OH","2021-22","2021-12-25","≥75 years","All","All","Observed","49.6","452.8"
"OH","2021-22","2022-01-01","≥75 years","All","All","Observed","60.4","513.2"
"OH","2021-22","2022-01-08","≥75 years","All","All","Observed","92.9","606.2"
"OH","2021-22","2022-01-15","≥75 years","All","All","Observed","77.6","683.7"
"OH","2021-22","2022-01-22","≥75 years","All","All","Observed","67.7","751.4"
"OH","2021-22","2022-01-29","≥75 years","All","All","Observed","74.0","825.3"
"OH","2021-22","2022-02-05","≥75 years","All","All","Observed","50.5","875.9"
"OH","2021-22","2022-02-12","≥75 years","All","All","Observed","39.7","915.5"
"OH","2021-22","2022-02-19","≥75 years","All","All","Observed","24.4","939.9"
"OH","2021-22","2022-02-26","≥75 years","All","All","Observed","21.6","961.5"
"OH","2021-22","2022-03-05","≥75 years","All","All","Observed","18.0","979.6"
"OH","2021-22","2022-03-12","≥75 years","All","All","Observed","10.8","990.4"
"OH","2021-22","2022-03-19","≥75 years","All","All","Observed","19.8","1010.3"
"OH","2021-22","2022-03-26","≥75 years","All","All","Observed","12.6","1022.9"
"OH","2021-22","2022-04-02","≥75 years","All","All","Observed","9.9","1032.8"
"OH","2021-22","2022-04-09","≥75 years","All","All","Observed","14.4","1047.2"
"OH","2021-22","2022-04-16","≥75 years","All","All","Observed","19.8","1067.1"
"OH","2021-22","2022-04-23","≥75 years","All","All","Observed","25.3","1092.3"
"OH","2021-22","2022-04-30","≥75 years","All","All","Observed","26.2","1118.5"
"OH","2021-22","2022-05-07","≥75 years","All","All","Observed","41.5","1160.0"
"OH","2021-22","2022-05-14","≥75 years","All","All","Observed","22.6","1182.5"
"OH","2021-22","2022-05-21","≥75 years","All","All","Observed","41.5","1224.0"
"OH","2021-22","2022-05-28","≥75 years","All","All","Observed","30.7","1254.7"
"OH","2021-22","2022-06-04","≥75 years","All","All","Observed","41.5","1296.2"
"OH","2021-22","2022-06-11","≥75 years","All","All","Observed","46.9","1343.1"
"OH","2021-22","2022-06-18","≥75 years","All","All","Observed","34.3","1377.4"
"OH","2021-22","2022-06-25","≥75 years","All","All","Observed","45.1","1422.5"
"OH","2021-22","2022-07-02","≥75 years","All","All","Observed","50.5","1473.0"
"OH","2021-22","2022-07-09","≥75 years","All","All","Observed","66.7","1539.7"
"OH","2021-22","2022-07-16","≥75 years","All","All","Observed","56.8","1596.6"
"OH","2021-22","2022-07-23","≥75 years","All","All","Observed","55.0","1651.6"
"OH","2021-22","2022-07-30","≥75 years","All","All","Observed","53.2","1704.8"
"OH","2021-22","2022-08-06","≥75 years","All","All","Observed","83.0","1787.8"
"OH","2021-22","2022-08-13","≥75 years","All","All","Observed","77.6","1865.4"
"OH","2021-22","2022-08-20","≥75 years","All","All","Observed","83.9","1949.3"
"OH","2021-22","2022-08-27","≥75 years","All","All","Observed","55.9","2005.2"
"OH","2021-22","2022-09-03","≥75 years","All","All","Observed","55.9","2061.1"
"OH","2021-22","2022-09-10","≥75 years","All","All","Observed","56.8","2117.9"
"OH","2021-22","2022-09-17","≥75 years","All","All","Observed","56.8","2174.8"
"OH","2021-22","2022-09-24","≥75 years","All","All","Observed","50.5","2225.3"
"OH","2021-22","2022-10-01","≥75 years","All","All","Observed","44.2","2269.5"
"TN","2021-22","2022-10-01","≥75 years","All","All","Observed","27.1","2522.4"
"UT","2021-22","2021-10-09","≥75 years","All","All","Observed","55.6","55.6"
"UT","2021-22","2021-10-16","≥75 years","All","All","Observed","39.7","95.3"
"UT","2021-22","2021-10-23","≥75 years","All","All","Observed","37.7","133.0"
"UT","2021-22","2021-10-30","≥75 years","All","All","Observed","41.7","174.7"
"UT","2021-22","2021-11-06","≥75 years","All","All","Observed","33.7","208.4"
"UT","2021-22","2021-11-13","≥75 years","All","All","Observed","39.7","248.1"
"UT","2021-22","2021-11-20","≥75 years","All","All","Observed","41.7","289.8"
"UT","2021-22","2021-11-27","≥75 years","All","All","Observed","29.8","319.6"
"UT","2021-22","2021-12-04","≥75 years","All","All","Observed","37.7","357.3"
"UT","2021-22","2021-12-11","≥75 years","All","All","Observed","45.7","402.9"
"UT","2021-22","2021-12-18","≥75 years","All","All","Observed","25.8","428.7"
"UT","2021-22","2021-12-25","≥75 years","All","All","Observed","23.8","452.5"
"UT","2021-22","2022-01-01","≥75 years","All","All","Observed","33.7","486.3"
"UT","2021-22","2022-01-08","≥75 years","All","All","Observed","81.4","567.7"
"UT","2021-22","2022-01-15","≥75 years","All","All","Observed","113.1","680.8"
"UT","2021-22","2022-01-22","≥75 years","All","All","Observed","119.1","799.9"
"UT","2021-22","2022-01-29","≥75 years","All","All","Observed","113.1","913.0"
"UT","2021-22","2022-02-05","≥75 years","All","All","Observed","99.2","1012.3"
"UT","2021-22","2022-02-12","≥75 years","All","All","Observed","57.6","1069.8"
"UT","2021-22","2022-02-19","≥75 years","All","All","Observed","41.7","1111.5"
"UT","2021-22","2022-02-26","≥75 years","All","All","Observed","39.7","1151.2"
"UT","2021-22","2022-03-05","≥75 years","All","All","Observed","17.9","1169.1"
"UT","2021-22","2022-03-12","≥75 years","All","All","Observed","15.9","1184.9"
"UT","2021-22","2022-03-19","≥75 years","All","All","Observed","15.9","1200.8"
"UT","2021-22","2022-03-26","≥75 years","All","All","Observed","9.9","1210.7"
"UT","2021-22","2022-04-02","≥75 years","All","All","Observed","11.9","1222.7"
"UT","2021-22","2022-04-09","≥75 years","All","All","Observed","7.9","1230.6"
"UT","2021-22","2022-04-16","≥75 years","All","All","Observed","13.9","1244.5"
"UT","2021-22","2022-04-23","≥75 years","All","All","Observed","13.9","1258.4"
"UT","2021-22","2022-04-30","≥75 years","All","All","Observed","27.8","1286.2"
"UT","2021-22","2022-05-07","≥75 years","All","All","Observed","27.8","1314.0"
"UT","2021-22","2022-05-14","≥75 years","All","All","Observed","31.8","1345.7"
"UT","2021-22","2022-05-21","≥75 years","All","All","Observed","31.8","1377.5"
"UT","2021-22","2022-05-28","≥75 years","All","All","Observed","47.6","1425.1"
"UT","2021-22","2022-06-04","≥75 years","All","All","Observed","49.6","1474.7"
"UT","2021-22","2022-06-11","≥75 years","All","All","Observed","51.6","1526.3"
"UT","2021-22","2022-06-18","≥75 years","All","All","Observed","47.6","1574.0"
"UT","2021-22","2022-06-25","≥75 years","All","All","Observed","59.5","1633.5"
"UT","2021-22","2022-07-02","≥75 years","All","All","Observed","83.4","1716.9"
"UT","2021-22","2022-07-09","≥75 years","All","All","Observed","57.6","1774.4"
"UT","2021-22","2022-07-16","≥75 years","All","All","Observed","41.7","1816.1"
"UT","2021-22","2022-07-23","≥75 years","All","All","Observed","39.7","1855.8"
"UT","2021-22","2022-07-30","≥75 years","All","All","Observed","45.7","1901.5"
"UT","2021-22","2022-08-06","≥75 years","All","All","Observed","39.7","1941.2"
"UT","2021-22","2022-08-13","≥75 years","All","All","Observed","33.7","1974.9"
"UT","2021-22","2022-08-20","≥75 years","All","All","Observed","19.8","1994.8"
"UT","2021-22","2022-08-27","≥75 years","All","All","Observed","39.7","2034.5"
"UT","2021-22","2022-09-03","≥75 years","All","All","Observed","27.8","2062.2"
"UT","2021-22","2022-09-10","≥75 years","All","All","Observed","27.8","2090.0"
"UT","2021-22","2022-09-17","≥75 years","All","All","Observed","33.7","2123.8"
"UT","2021-22","2022-09-24","≥75 years","All","All","Observed","25.8","2149.6"
"All","2021-22","2022-10-01","≥75 years","All","All","Observed","39.8","2504.5"
"All","2021-22","2022-09-24","≥75 years","All","All","Observed","41.1","2464.7"
"All","2021-22","2022-09-17","≥75 years","All","All","Observed","40.6","2423.6"
"All","2021-22","2022-09-10","≥75 years","All","All","Observed","44.6","2383.0"
"All","2021-22","2022-09-03","≥75 years","All","All","Observed","44.9","2338.4"
"All","2021-22","2022-08-27","≥75 years","All","All","Observed","49.5","2293.5"
"All","2021-22","2022-08-20","≥75 years","All","All","Observed","49.4","2243.9"
"All","2021-22","2022-08-13","≥75 years","All","All","Observed","53.1","2194.5"
