data_origin,division,section,program,end_user_final,uid
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,354
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,354
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,354
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,551
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Public,82
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,492
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Within LEGD,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Other Areas of MDHHS,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
LEGD,PHA-LEGD,Newborn Screening Section,No Program Listed,Hospital & Providers/Parents,382
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
Federal Partners,PHA-LEGD,Behavioral Risk Factor Surveillance System,No Program Listed,Public,196
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,External Program Partners,362
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,876
LEGD,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,876
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Within LEGD,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Public Health Genomics Section,No Program Listed,Other Areas of MDHHS,289
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,457
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,458
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,458
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,130
State of Michigan,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,130
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,459
External Program Partners,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,459
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Other Areas of MDHHS,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,External Program Partners,332
LEGD,PHA-LEGD,Chronic Disease Epidemiology Section,No Program Listed,Public,332
Researchers,PHA-LEGD,Health Disparities Epidemiology Team,No Program Listed,Public,675
Researchers,PHA-LEGD,Health Disparities Epidemiology Team,No Program Listed,LHDs,675
Researchers,PHA-LEGD,Health Disparities Epidemiology Team,No Program Listed,External Program Partners,675
Public,PHA-LEGD,Health Disparities Epidemiology Team,No Program Listed,Other Areas of MDHHS,259
Public,PHA-LEGD,Health Disparities Epidemiology Team,No Program Listed,Other Areas of MDHHS,259
,VRHS,Data Services Section,No Program Listed,Public,597
,VRHS,Data Services Section,No Program Listed,Other Areas of MDHHS,597
,VRHS,Data Services Section,No Program Listed,Federal Partners,597
,VRHS,Data Services Section,No Program Listed,State of Michigan,597
,VRHS,Data Services Section,No Program Listed,Public,427
,VRHS,Data Services Section,No Program Listed,Other Areas of MDHHS,427
